datetime	from	to	duration	streets
2025-11-29T14:56:59.080858	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	441	['Carnotstraat', 'Kerkstraat', 'Lovelingstraat', 'Schapenstraat', 'Kistemaeckersstraat', 'Vercammenstraat', 'Groeningerplein', 'Drossaardstraat', 'Borsbeekstraat', 'Gijselsstraat', None]
2025-11-29T14:56:59.080858	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	529	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', 'Statielei', None]
2025-11-29T15:08:05.362103	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	405	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', None, 'Helmstraat', 'Borsbeekstraat', 'Gijselsstraat']
2025-11-29T15:08:05.362103	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	438	['Carnotstraat', 'Kerkstraat', 'Lovelingstraat', 'Schapenstraat', 'Kistemaeckersstraat', 'Vercammenstraat', 'Groeningerplein', 'Drossaardstraat', 'Borsbeekstraat', 'Gijselsstraat', None]
2025-11-29T15:08:05.362103	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	514	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', 'Statielei', None]
2025-11-29T15:21:30.690583	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	412	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', 'Statielei', None, 'Helmstraat', 'Borsbeekstraat', 'Terlostraat', 'Florastraat']
2025-11-29T15:21:30.690583	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	534	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', 'Statielei', None]
2025-11-29T15:21:30.690583	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	717	['Carnotstraat', 'Kerkstraat', 'Lovelingstraat', 'Schapenstraat', 'Kistemaeckersstraat', 'Vercammenstraat', 'Groeningerplein', 'Drossaardstraat', 'Borsbeekstraat', 'Gijselsstraat', None]
2025-11-29T15:32:18.867500	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	556	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', 'Statielei', None]
2025-11-29T15:32:18.867500	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	584	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', None, 'Helmstraat', 'Generaal Eisenhowerlei', 'Kattenberg', 'Bothastraat', 'Statielei']
2025-11-29T15:32:18.867500	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	671	['Carnotstraat', 'Kerkstraat', 'Lovelingstraat', 'Schapenstraat', 'Kistemaeckersstraat', 'Vercammenstraat', 'Groeningerplein', 'Drossaardstraat', 'Borsbeekstraat', 'Gijselsstraat', None]
2025-11-29T15:41:55.956927	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	431	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', 'Statielei', None, 'Helmstraat', 'Borsbeekstraat', 'Terlostraat', 'Florastraat']
2025-11-29T15:41:55.956927	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	621	['Carnotstraat', 'Kerkstraat', 'Lovelingstraat', 'Schapenstraat', 'Kistemaeckersstraat', 'Vercammenstraat', 'Groeningerplein', 'Drossaardstraat', 'Borsbeekstraat', 'Gijselsstraat', None]
2025-11-29T15:41:55.956927	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	624	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', 'Statielei', None]
2025-11-29T15:50:35.255353	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	433	['Carnotstraat', 'Kerkstraat', 'Lovelingstraat', 'Groenstraat', 'Helmstraat', 'Borsbeekstraat', 'Terlostraat', 'Florastraat', 'Statielei', None]
2025-11-29T15:50:35.255353	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	659	['Carnotstraat', 'Kerkstraat', 'Lovelingstraat', 'Schapenstraat', 'Kistemaeckersstraat', 'Vercammenstraat', 'Groeningerplein', 'Drossaardstraat', 'Borsbeekstraat', 'Gijselsstraat', None]
2025-11-29T15:50:35.255353	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	660	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', 'Statielei', None]
2025-11-29T15:59:12.773054	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	435	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', 'Statielei', None, 'Helmstraat', 'Borsbeekstraat', 'Terlostraat', 'Florastraat']
2025-11-29T15:59:12.773054	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	625	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', 'Statielei', None]
2025-11-29T15:59:12.773054	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	716	['Carnotstraat', 'Kerkstraat', 'Lovelingstraat', 'Schapenstraat', 'Kistemaeckersstraat', 'Vercammenstraat', 'Groeningerplein', 'Drossaardstraat', 'Borsbeekstraat', 'Gijselsstraat', None]
2025-11-29T16:11:16.952994	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	413	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', 'Statielei', None, 'Helmstraat', 'Borsbeekstraat', 'Terlostraat', 'Florastraat']
2025-11-29T16:11:16.952994	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	472	['Carnotstraat', 'Kerkstraat', 'Lovelingstraat', 'Schapenstraat', 'Kistemaeckersstraat', 'Vercammenstraat', 'Groeningerplein', 'Drossaardstraat', 'Borsbeekstraat', 'Gijselsstraat', None]
2025-11-29T16:11:16.952994	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	573	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', 'Statielei', None]
2025-11-29T16:26:40.592263	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	410	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', 'Statielei', None, 'Helmstraat', 'Borsbeekstraat', 'Terlostraat', 'Florastraat']
2025-11-29T16:26:40.592263	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	527	['Carnotstraat', 'Kerkstraat', 'Lovelingstraat', 'Schapenstraat', 'Kistemaeckersstraat', 'Vercammenstraat', 'Groeningerplein', 'Drossaardstraat', 'Borsbeekstraat', 'Gijselsstraat', None]
2025-11-29T16:26:40.592263	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	535	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', 'Statielei', None]
2025-11-29T16:40:20.939202	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	414	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', 'Statielei', None, 'Helmstraat', 'Borsbeekstraat', 'Terlostraat', 'Florastraat']
2025-11-29T16:40:20.939202	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	520	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', 'Statielei', None]
2025-11-29T16:40:20.939202	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	528	['Carnotstraat', 'Kerkstraat', 'Lovelingstraat', 'Schapenstraat', 'Kistemaeckersstraat', 'Vercammenstraat', 'Groeningerplein', 'Drossaardstraat', 'Borsbeekstraat', 'Gijselsstraat', None]
2025-11-29T16:50:27.507594	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	401	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', 'Statielei', None, 'Helmstraat', 'Borsbeekstraat', 'Terlostraat', 'Florastraat']
2025-11-29T16:50:27.507594	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	521	['Carnotstraat', 'Kerkstraat', 'Lovelingstraat', 'Schapenstraat', 'Kistemaeckersstraat', 'Vercammenstraat', 'Groeningerplein', 'Drossaardstraat', 'Borsbeekstraat', 'Gijselsstraat', None]
2025-11-29T16:50:27.507594	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	564	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', 'Statielei', None]
2025-11-29T16:58:45.098042	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	386	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', 'Statielei', None, 'Helmstraat', 'Borsbeekstraat', 'Terlostraat', 'Florastraat']
2025-11-29T16:58:45.098042	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	546	['Carnotstraat', 'Kerkstraat', 'Lovelingstraat', 'Schapenstraat', 'Kistemaeckersstraat', 'Vercammenstraat', 'Groeningerplein', 'Drossaardstraat', 'Borsbeekstraat', 'Gijselsstraat', None]
2025-11-29T16:58:45.098042	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	556	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', 'Statielei', None]
